phenomenon,probe_name,model,dataset_path,layer,seed,split_type,feature_type,accuracy,macro_f1,auroc,ece,control_accuracy,control_macro_f1,selectivity,n_train,n_dev,n_test,config_sha256,solver,max_iter,C
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,10,23,random,span_vector,1.0,1.0,1.0,,0.5375,0.5374739829115387,0.4625260170884613,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,11,11,random,span_vector,1.0,1.0,1.0,,0.4791666666666667,0.4791576242643102,0.5208423757356898,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,11,13,random,span_vector,1.0,1.0,1.0,,0.44333333333333336,0.4419381787802841,0.5580618212197159,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,11,17,random,span_vector,1.0,1.0,0.9999999999999999,,0.5141666666666667,0.5139205889648302,0.48607941103516983,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,11,19,random,span_vector,1.0,1.0,1.0,,0.4841666666666667,0.4841376494094459,0.5158623505905541,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,11,23,random,span_vector,1.0,1.0,1.0,,0.5216666666666666,0.5214060988760547,0.4785939011239453,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,12,11,random,span_vector,1.0,1.0,0.9999999999999999,,0.4708333333333333,0.47075063812053963,0.5292493618794604,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,12,13,random,span_vector,1.0,1.0,1.0,,0.45166666666666666,0.4497944394118877,0.5502055605881123,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,12,17,random,span_vector,1.0,1.0,0.9999999999999999,,0.5075,0.507376502025855,0.49262349797414495,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,12,19,random,span_vector,1.0,1.0,1.0,,0.47,0.46997644339748434,0.5300235566025157,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,12,23,random,span_vector,1.0,1.0,1.0,,0.5191666666666667,0.5191262599148956,0.4808737400851044,4800,0,1200,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,0,11,random,sentence_mean,1.0,1.0,1.0,,0.4425,0.4409591436396568,0.5590408563603432,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,0,13,random,sentence_mean,1.0,1.0,1.0,,0.4575,0.4574152211283013,0.5425847788716986,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,0,17,random,sentence_mean,1.0,1.0,1.0,,0.52,0.5195676108497648,0.48043238915023523,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,0,19,random,sentence_mean,1.0,1.0,1.0,,0.58,0.5799894997374935,0.4200105002625065,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,0,23,random,sentence_mean,1.0,1.0,1.0,,0.6075,0.6059607843137256,0.3940392156862744,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,1,11,random,sentence_mean,1.0,1.0,1.0,,0.4975,0.4974214721050164,0.5025785278949836,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,1,13,random,sentence_mean,1.0,1.0,1.0,,0.4475,0.4470818556533378,0.5529181443466622,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,1,17,random,sentence_mean,1.0,1.0,1.0,,0.415,0.41486834537771,0.58513165462229,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,1,19,random,sentence_mean,1.0,1.0,1.0,,0.54,0.539712320200125,0.46028767979987495,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,1,23,random,sentence_mean,1.0,1.0,1.0,,0.57,0.5696126513862476,0.4303873486137524,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,2,11,random,sentence_mean,1.0,1.0,1.0,,0.4775,0.4773399353552026,0.5226600646447974,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,2,13,random,sentence_mean,1.0,1.0,1.0,,0.455,0.45412660256410253,0.5458733974358975,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,2,17,random,sentence_mean,1.0,1.0,1.0,,0.455,0.45498637465936653,0.5450136253406335,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,2,19,random,sentence_mean,1.0,1.0,1.0,,0.525,0.5247029393370857,0.47529706066291433,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,2,23,random,sentence_mean,1.0,1.0,1.0,,0.555,0.5545991392253027,0.4454008607746973,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,3,11,random,sentence_mean,1.0,1.0,1.0,,0.5025,0.5024222534771058,0.4975777465228942,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,3,13,random,sentence_mean,1.0,1.0,1.0,,0.4525,0.45068382339108676,0.5493161766089132,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,3,17,random,sentence_mean,1.0,1.0,1.0,,0.4575,0.4572252202677606,0.5427747797322394,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,3,19,random,sentence_mean,1.0,1.0,1.0,,0.5425,0.5420162546689942,0.45798374533100583,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,3,23,random,sentence_mean,1.0,1.0,1.0,,0.555,0.5544542064028435,0.4455457935971565,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,4,11,random,sentence_mean,1.0,1.0,1.0,,0.51,0.5099877496937424,0.4900122503062576,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,4,13,random,sentence_mean,1.0,1.0,1.0,,0.455,0.45389413562463987,0.5461058643753601,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,4,17,random,sentence_mean,1.0,1.0,1.0,,0.4825,0.4823414670742915,0.5176585329257085,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,4,19,random,sentence_mean,1.0,1.0,1.0,,0.5225,0.5218275700203411,0.4781724299796589,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,4,23,random,sentence_mean,1.0,1.0,1.0,,0.57,0.5697310819262038,0.4302689180737962,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,5,11,random,sentence_mean,1.0,1.0,1.0,,0.4925,0.4922429479924212,0.5077570520075788,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,5,13,random,sentence_mean,1.0,1.0,1.0,,0.425,0.4235588972431078,0.5764411027568922,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,5,17,random,sentence_mean,1.0,1.0,1.0,,0.46,0.45994599459945995,0.54005400540054,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,5,19,random,sentence_mean,1.0,1.0,1.0,,0.485,0.4834373981293412,0.5165626018706588,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,5,23,random,sentence_mean,1.0,1.0,1.0,,0.5725,0.5715332719448255,0.4284667280551745,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,6,11,random,sentence_mean,1.0,1.0,1.0,,0.4925,0.49247145151914795,0.507528548480852,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,6,13,random,sentence_mean,1.0,1.0,1.0,,0.4175,0.4152156862745098,0.5847843137254902,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,6,17,random,sentence_mean,1.0,1.0,1.0,,0.4925,0.49242069073292705,0.507579309267073,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,6,19,random,sentence_mean,1.0,1.0,1.0,,0.49,0.4893744837425847,0.5106255162574154,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,6,23,random,sentence_mean,1.0,1.0,1.0,,0.5425,0.54247426417736,0.45752573582264,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,7,11,random,sentence_mean,1.0,1.0,1.0,,0.4775,0.47723535039613807,0.5227646496038619,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,7,13,random,sentence_mean,1.0,1.0,1.0,,0.44,0.4385964912280702,0.5614035087719298,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,7,17,random,sentence_mean,1.0,1.0,1.0,,0.47,0.4696685428392745,0.5303314571607255,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,7,19,random,sentence_mean,1.0,1.0,1.0,,0.51,0.5096935584740463,0.4903064415259537,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,7,23,random,sentence_mean,1.0,1.0,1.0,,0.58,0.5797373358348967,0.4202626641651033,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,8,11,random,sentence_mean,1.0,1.0,1.0,,0.4725,0.4722328178640437,0.5277671821359563,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,8,13,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.445,0.4429947812123645,0.5570052187876355,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,8,17,random,sentence_mean,1.0,1.0,1.0,,0.475,0.4748818484158936,0.5251181515841064,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,8,19,random,sentence_mean,1.0,1.0,1.0,,0.505,0.5048885999349854,0.49511140006501464,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,8,23,random,sentence_mean,1.0,1.0,1.0,,0.5825,0.5822885335701198,0.4177114664298802,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,9,11,random,sentence_mean,1.0,1.0,1.0,,0.5075,0.5074230348491953,0.49257696515080474,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,9,13,random,sentence_mean,1.0,1.0,1.0,,0.4575,0.45600060165832074,0.5439993983416793,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,9,17,random,sentence_mean,1.0,1.0,1.0,,0.46,0.45978391356542614,0.5402160864345739,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,9,19,random,sentence_mean,1.0,1.0,1.0,,0.4975,0.4974214721050164,0.5025785278949836,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,9,23,random,sentence_mean,1.0,1.0,1.0,,0.57,0.5694726039398263,0.43052739606017365,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,10,11,random,sentence_mean,1.0,1.0,1.0,,0.51,0.5098897251881673,0.49011027481183267,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,10,13,random,sentence_mean,1.0,1.0,1.0,,0.4525,0.4509867823187661,0.5490132176812339,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,10,17,random,sentence_mean,1.0,1.0,1.0,,0.465,0.4647859143657463,0.5352140856342538,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,10,19,random,sentence_mean,1.0,1.0,1.0,,0.51,0.5093990137918951,0.4906009862081049,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,10,23,random,sentence_mean,1.0,1.0,1.0,,0.5675,0.5672809359738368,0.4327190640261632,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,11,11,random,sentence_mean,1.0,1.0,1.0,,0.4975,0.4974214721050164,0.5025785278949836,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,11,13,random,sentence_mean,1.0,1.0,1.0,,0.4525,0.4499940353234424,0.5500059646765576,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,11,17,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.475,0.47478991596638653,0.5252100840336135,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,11,19,random,sentence_mean,1.0,1.0,1.0,,0.5025,0.5023475939506474,0.49765240604935257,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,11,23,random,sentence_mean,1.0,1.0,1.0,,0.555,0.5545991392253027,0.4454008607746973,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,12,11,random,sentence_mean,1.0,1.0,1.0,,0.495,0.4949494949494949,0.5050505050505051,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,12,13,random,sentence_mean,1.0,1.0,1.0,,0.475,0.47340705634544494,0.5265929436545551,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,12,17,random,sentence_mean,1.0,1.0,1.0,,0.455,0.4546591619762351,0.5453408380237649,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,12,19,random,sentence_mean,1.0,1.0,1.0,,0.505,0.5048885999349854,0.49511140006501464,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,roberta-base,data/css_pairs/attach_1500.jsonl,12,23,random,sentence_mean,1.0,1.0,1.0,,0.575,0.5746171554398959,0.4253828445601041,1600,0,400,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,0,11,random,sentence_mean,1.0,1.0,1.0,,0.43333333333333335,0.4328228739198612,0.5671771260801388,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,0,13,random,sentence_mean,1.0,1.0,1.0,,0.4666666666666667,0.46651847735482077,0.5334815226451792,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,0,17,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.5733333333333334,0.5732906623995733,0.42670933760042673,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,0,19,random,sentence_mean,1.0,1.0,1.0,,0.455,0.45499848610690585,0.5450015138930941,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,0,23,random,sentence_mean,1.0,1.0,1.0,,0.53,0.5288220551378446,0.47117794486215536,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,1,11,random,sentence_mean,1.0,1.0,1.0,,0.4666666666666667,0.4642857142857143,0.5357142857142857,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,1,13,random,sentence_mean,1.0,1.0,1.0,,0.48333333333333334,0.48331036934974886,0.5166896306502511,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,1,17,random,sentence_mean,1.0,1.0,1.0,,0.5266666666666666,0.5264772575696945,0.47352274243030545,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,1,19,random,sentence_mean,1.0,1.0,1.0,,0.4866666666666667,0.48666096289958777,0.5133390371004123,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,1,23,random,sentence_mean,1.0,1.0,1.0,,0.5183333333333333,0.5179463513765217,0.4820536486234783,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,2,11,random,sentence_mean,1.0,1.0,1.0,,0.4766666666666667,0.4758279914529915,0.5241720085470085,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,2,13,random,sentence_mean,1.0,1.0,1.0,,0.4766666666666667,0.47657361308677093,0.5234263869132291,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,2,17,random,sentence_mean,1.0,1.0,1.0,,0.5316666666666666,0.5313737752762143,0.4686262247237857,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,2,19,random,sentence_mean,1.0,1.0,1.0,,0.5,0.4999110953058321,0.5000889046941679,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,2,23,random,sentence_mean,1.0,1.0,1.0,,0.5016666666666667,0.500655494042102,0.49934450595789803,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,3,11,random,sentence_mean,1.0,1.0,1.0,,0.4633333333333333,0.4626108434673283,0.5373891565326717,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,3,13,random,sentence_mean,1.0,1.0,1.0,,0.49666666666666665,0.4966610740119335,0.5033389259880665,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,3,17,random,sentence_mean,1.0,1.0,1.0,,0.5316666666666666,0.5313737752762143,0.4686262247237857,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,3,19,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.5166666666666667,0.5157573666106355,0.48424263338936446,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,3,23,random,sentence_mean,1.0,1.0,1.0,,0.5066666666666667,0.5065295915532093,0.4934704084467907,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,4,11,random,sentence_mean,1.0,1.0,1.0,,0.47,0.46884325865217585,0.5311567413478242,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,4,13,random,sentence_mean,1.0,1.0,1.0,,0.4816666666666667,0.4813425057327496,0.5186574942672504,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,4,17,random,sentence_mean,1.0,1.0,1.0,,0.535,0.5346264084223168,0.4653735915776832,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,4,19,random,sentence_mean,1.0,1.0,1.0,,0.5333333333333333,0.5328142380422691,0.46718576195773087,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,4,23,random,sentence_mean,1.0,1.0,1.0,,0.5366666666666666,0.5351740589225401,0.4648259410774599,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,5,11,random,sentence_mean,1.0,1.0,1.0,,0.475,0.4744730132160305,0.5255269867839695,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,5,13,random,sentence_mean,1.0,1.0,1.0,,0.49333333333333335,0.49324324324324326,0.5067567567567568,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,5,17,random,sentence_mean,1.0,1.0,1.0,,0.525,0.5249986805518905,0.4750013194481095,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,5,19,random,sentence_mean,1.0,1.0,1.0,,0.5166666666666667,0.5164732559690544,0.48352674403094564,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,5,23,random,sentence_mean,1.0,1.0,1.0,,0.5266666666666666,0.5264088225811832,0.47359117741881684,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,6,11,random,sentence_mean,1.0,1.0,1.0,,0.4666666666666667,0.465502650216026,0.534497349783974,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,6,13,random,sentence_mean,1.0,1.0,1.0,,0.4766666666666667,0.476294253691514,0.523705746308486,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,6,17,random,sentence_mean,1.0,1.0,1.0,,0.48,0.4797919167667067,0.5202080832332934,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,6,19,random,sentence_mean,1.0,1.0,1.0,,0.49166666666666664,0.4914957527391151,0.508504247260885,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,6,23,random,sentence_mean,1.0,1.0,1.0,,0.5333333333333333,0.5332503556187767,0.46674964438122335,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,7,11,random,sentence_mean,1.0,1.0,1.0,,0.46166666666666667,0.4600332673002499,0.5399667326997502,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,7,13,random,sentence_mean,1.0,1.0,1.0,,0.4716666666666667,0.4702525352399043,0.5297474647600957,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,7,17,random,sentence_mean,1.0,1.0,1.0,,0.48833333333333334,0.4882977984582263,0.5117022015417737,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,7,19,random,sentence_mean,1.0,1.0,1.0,,0.4716666666666667,0.4711363339348625,0.5288636660651376,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,7,23,random,sentence_mean,1.0,1.0,1.0,,0.5266666666666666,0.5266193285995266,0.47338067140047335,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,8,11,random,sentence_mean,1.0,1.0,1.0,,0.4583333333333333,0.45753621293511854,0.5424637870648814,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,8,13,random,sentence_mean,1.0,1.0,1.0,,0.49,0.4885451952219647,0.5114548047780353,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,8,17,random,sentence_mean,1.0,1.0,1.0,,0.5066666666666667,0.5066611851242792,0.49333881487572084,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,8,19,random,sentence_mean,1.0,1.0,1.0,,0.48,0.4794215795328142,0.5205784204671857,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,8,23,random,sentence_mean,1.0,1.0,1.0,,0.5183333333333333,0.5178498438712154,0.48215015612878465,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,9,11,random,sentence_mean,1.0,1.0,1.0,,0.4683333333333333,0.46826095774147036,0.5317390422585296,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,9,13,random,sentence_mean,1.0,1.0,1.0,,0.5,0.49932687279564747,0.5006731272043525,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,9,17,random,sentence_mean,1.0,1.0,1.0,,0.51,0.5087719298245614,0.49122807017543857,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,9,19,random,sentence_mean,1.0,1.0,1.0,,0.5316666666666666,0.5312903970131577,0.4687096029868423,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,9,23,random,sentence_mean,1.0,1.0,1.0,,0.5116666666666667,0.5109480319691991,0.48905196803080087,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,10,11,random,sentence_mean,1.0,1.0,1.0,,0.4533333333333333,0.4532361308677098,0.5467638691322902,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,10,13,random,sentence_mean,1.0,1.0,1.0,,0.4683333333333333,0.46768124285583174,0.5323187571441683,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,10,17,random,sentence_mean,1.0,1.0,1.0,,0.49,0.48972218207690854,0.5102778179230915,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,roberta-base,data/css_pairs/neg_1500.jsonl,10,19,random,sentence_mean,1.0,1.0,1.0,,0.4766666666666667,0.4766608517872421,0.5233391482127578,2400,0,600,pending,liblinear,300,1.0
