model,phenomenon,layer,metric,n,spearman_rho,spearman_p,spearman_ci_lo,spearman_ci_hi,pearson_r,pearson_p,pearson_ci_lo,pearson_ci_hi,spearman_q,pearson_q
mistralai/Mistral-7B-Instruct-v0.3,negation,14,delta_token_aligned,1500,-0.07695612814124649,0.0028596358553759256,-0.12246339545268266,-0.027542369734800943,-0.09686113452409467,0.00017187639942341278,-0.14310862063584204,-0.044519371643021645,0.004440846269524967,0.00031954485526606316
mistralai/Mistral-7B-Instruct-v0.3,negation,15,delta_cos,1500,-0.03282430724321288,0.2038843311443617,-0.0853871715275615,0.02158197229647451,0.020377923956413718,0.43031218895481743,-0.04697465770736754,0.07818539861612507,0.2515208571126705,0.4508032455717135
mistralai/Mistral-7B-Instruct-v0.3,negation,15,delta_frob,1500,-0.004569195678570096,0.8596516767255962,-0.05444222379964457,0.05114156348739123,0.05755764849505492,0.025801404449569933,-0.0072209213487776204,0.11236137891614739,0.879643576184331,0.03274793641676184
mistralai/Mistral-7B-Instruct-v0.3,negation,15,delta_l2,1500,-0.01853444717235053,0.47318947706450454,-0.065881628601516,0.03457660470731059,0.007145609730313492,0.7821478612387736,-0.05534818273202032,0.06264173911320602,0.527097139008562,0.7851218074792251
mistralai/Mistral-7B-Instruct-v0.3,negation,15,delta_token_aligned,1500,-0.0935534972607755,0.0002853484014299271,-0.13655355489665802,-0.045033258494452166,-0.10497604675921496,4.629693255539166e-05,-0.15158644247408823,-0.053333202672017646,0.0005380855569821482,9.700309678272537e-05
mistralai/Mistral-7B-Instruct-v0.3,negation,16,delta_cos,1500,-0.03835654846217717,0.13758337558356978,-0.09024986402564875,0.018470915111912324,0.014279642168650675,0.5805268720511638,-0.05548452238291879,0.07157592971851419,0.17804907428461972,0.5940274969825862
mistralai/Mistral-7B-Instruct-v0.3,negation,16,delta_frob,1500,-0.009044197411906511,0.726342146012963,-0.06272984173669077,0.04330930853579662,0.05164429079953942,0.045517338079422084,-0.019257368429820242,0.10501381215594534,0.7639614603482958,0.056415855647734416
mistralai/Mistral-7B-Instruct-v0.3,negation,16,delta_l2,1500,-0.01672546262304466,0.5174509781748274,-0.06627121047106065,0.03296779146709271,0.00570238756983471,0.8253492359843384,-0.05493343165173817,0.058428871556957473,0.5733843582057514,0.8253492359843384
mistralai/Mistral-7B-Instruct-v0.3,negation,16,delta_token_aligned,1500,-0.09488755445972363,0.00023303126190745877,-0.13544968666481097,-0.04616113308319689,-0.10530311171505616,4.382359606993945e-05,-0.152498317934864,-0.05233829747114944,0.0004490529426537892,9.255543489971212e-05
mistralai/Mistral-7B-Instruct-v0.3,negation,17,delta_cos,1500,-0.02505901699380799,0.3321089204728601,-0.07813733823777819,0.028316355273463514,0.016880183424909535,0.5135833764017709,-0.05102803411607269,0.07560577319620357,0.387950243384226,0.5296328569143263
mistralai/Mistral-7B-Instruct-v0.3,negation,17,delta_frob,1500,-0.0046373486886198915,0.8575804641268879,-0.059501074065242895,0.05095119328180514,0.04816782441513877,0.06217310606059917,-0.024154318320171873,0.10305295765694918,0.879643576184331,0.07563917050690405
mistralai/Mistral-7B-Instruct-v0.3,negation,17,delta_l2,1500,-0.006178428805586705,0.8110339998473529,-0.052271674042706245,0.04349113341820918,0.011570414809336717,0.6543252239306132,-0.0428369149699373,0.06482523478734885,0.8363788123425827,0.664391765837238
mistralai/Mistral-7B-Instruct-v0.3,negation,17,delta_token_aligned,1500,-0.09178713099544726,0.0003716285184519686,-0.1337662235282657,-0.04143651926937939,-0.10200851514746817,7.56409715380979e-05,-0.14942659135190656,-0.04759643017038472,0.0006719858141871214,0.00014902400362729734
mistralai/Mistral-7B-Instruct-v0.3,negation,18,delta_cos,1500,-0.02071008126236669,0.4228333980822202,-0.07604439642988094,0.03418049224312382,0.021291156336747927,0.40993449670925486,-0.04647592530759298,0.07980722735241136,0.4811552460935609,0.4328908285249731
mistralai/Mistral-7B-Instruct-v0.3,negation,18,delta_frob,1500,-0.007788287616699507,0.7631154484963736,-0.06482927409647037,0.04896068298688347,0.04212716483956161,0.10290257294703446,-0.03175285007752239,0.0984077771302596,0.7931593637915064,0.11940054434260944
mistralai/Mistral-7B-Instruct-v0.3,negation,18,delta_l2,1500,0.01478546272971152,0.5671916338080636,-0.03601536383593421,0.06313232554151613,0.03372053689986335,0.19179982709998974,-0.018253231186053834,0.08738275991478223,0.6187545096087966,0.21365044031391264
mistralai/Mistral-7B-Instruct-v0.3,negation,18,delta_token_aligned,1500,-0.08086101396528005,0.001722903261129956,-0.12393982984046945,-0.029806403193746396,-0.10290479237027542,6.530683463840438e-05,-0.14985671078072024,-0.050102401814548385,0.0027566452178079295,0.00013161072018731874
mistralai/Mistral-7B-Instruct-v0.3,negation,19,delta_cos,1500,-0.008067897009594685,0.7548787302375354,-0.0641632080874531,0.048785356131539316,0.03560635480552192,0.16810586625914956,-0.03530109808142894,0.09384604184446362,0.7876995445956891,0.18965790039493796
mistralai/Mistral-7B-Instruct-v0.3,negation,19,delta_frob,1500,-0.0035206462589266827,0.8916309272292712,-0.062209296362592245,0.04985199481985339,0.04945498823977571,0.055497797056180444,-0.02478730618747931,0.10570054818246412,0.9018795585767341,0.06814613219921692
mistralai/Mistral-7B-Instruct-v0.3,negation,19,delta_l2,1500,0.02581384855795299,0.31774669779338766,-0.024456300723841324,0.0779775641167474,0.04932365794224248,0.05615033799887244,-0.0037960901769577655,0.10303448026238492,0.37282279207757485,0.06862819088751075
mistralai/Mistral-7B-Instruct-v0.3,negation,19,delta_token_aligned,1500,-0.08108365179495673,0.001672747435474067,-0.12398349848280969,-0.028467211733340755,-0.10258765718221498,6.880051174112736e-05,-0.14949404354217485,-0.05082680425428164,0.002692715383933864,0.00013760102348225471
mistralai/Mistral-7B-Instruct-v0.3,negation,20,delta_cos,1500,0.0025824330354365073,0.92039673258573,-0.04916242650838778,0.06095669406354212,0.051917703986450646,0.04438425421030598,-0.016605720828014158,0.10722662925802116,0.9274226618421095,0.05527095807321122
mistralai/Mistral-7B-Instruct-v0.3,negation,20,delta_frob,1500,0.00834486105753077,0.7467472948056583,-0.049570708162275406,0.06608499999200565,0.06719080234149284,0.009239546723895709,-0.004150603496705729,0.12085372827511312,0.7823066897964039,0.012906033519092417
mistralai/Mistral-7B-Instruct-v0.3,negation,20,delta_l2,1500,0.03237701755914233,0.2101184910483008,-0.016315498242732217,0.07946141550578217,0.06600125484682796,0.010561720706268395,0.012229981930546993,0.11761643483325719,0.25800596110116936,0.014447120551579564
mistralai/Mistral-7B-Instruct-v0.3,negation,20,delta_token_aligned,1500,-0.08123737244556452,0.0016389042225564642,-0.12420166558460931,-0.027951111414291074,-0.10152805177708558,8.179852194417103e-05,-0.14776942600110746,-0.050254497288794345,0.002654421562913537,0.00015878536612692025
mistralai/Mistral-7B-Instruct-v0.3,negation,21,delta_cos,1500,0.012480349298398754,0.6291115682043041,-0.037205224688086014,0.0695520711136442,0.05624548982352118,0.029384682871761263,-0.012417007659984578,0.11237967128704558,0.6778998122691278,0.0371174941538037
mistralai/Mistral-7B-Instruct-v0.3,negation,21,delta_frob,1500,0.013373762442244344,0.6047688309926594,-0.04186266332535363,0.07081015822113829,0.0651263566687131,0.011638856292338028,-0.004535985394877955,0.12247750143491132,0.6543400466477954,0.015676826842741017
mistralai/Mistral-7B-Instruct-v0.3,negation,21,delta_l2,1500,0.03354861786420953,0.19407617974529612,-0.014474390367245479,0.08211925567899078,0.06782333411561235,0.008598384919433915,0.014577203876670579,0.12226922250229312,0.24054512419135293,0.012270127668813803
mistralai/Mistral-7B-Instruct-v0.3,negation,21,delta_token_aligned,1500,-0.08626959753113665,0.000823838651856671,-0.1271146098788578,-0.032551116252429804,-0.10217516157381618,7.36095021362761e-05,-0.14925861107256477,-0.05018131738930121,0.0013678830445922083,0.00014611209446599167
mistralai/Mistral-7B-Instruct-v0.3,negation,22,delta_cos,1500,0.027234309749884,0.29183875154744576,-0.022434612564490076,0.08487026173748788,0.06491123502010876,0.011918180534180275,-0.002494230949723661,0.12049727973213747,0.3486218570521524,0.01597157188336849
mistralai/Mistral-7B-Instruct-v0.3,negation,22,delta_frob,1500,0.010956179477652405,0.6715731160086338,-0.04230755287152775,0.06773065750635478,0.06547807762925309,0.01119465034362129,-0.0026466209653504967,0.12323338655190649,0.7120293278163828,0.015155834311364207
mistralai/Mistral-7B-Instruct-v0.3,negation,22,delta_l2,1500,0.04592769053811652,0.07536653350759243,-0.0018878521426959366,0.09530880401003688,0.07684427136566763,0.0029005172896091917,0.023983347457238055,0.128769511015156,0.10417154369635813,0.004640827663374707
mistralai/Mistral-7B-Instruct-v0.3,negation,22,delta_token_aligned,1500,-0.09382930142458765,0.00027370495337227245,-0.13498575621539696,-0.037230719592937646,-0.10430233088043239,5.181456199961107e-05,-0.1505228872818098,-0.05010118469451791,0.0005198425013689204,0.00010686753412419782
mistralai/Mistral-7B-Instruct-v0.3,negation,23,delta_cos,1500,0.03811393114024332,0.14009114305329082,-0.013660127269948598,0.09570506010384304,0.06869289056436026,0.007781867106101509,-0.001061365140789647,0.12316277246370076,0.18041005739545746,0.011226300087490702
mistralai/Mistral-7B-Instruct-v0.3,negation,23,delta_frob,1500,0.023798271641371806,0.3570164092175989,-0.028858800258729018,0.07640938150392328,0.07328378685745694,0.00451529182288699,0.007440013351230117,0.12857007539980145,0.41520851116055557,0.006930447914198635
mistralai/Mistral-7B-Instruct-v0.3,negation,23,delta_l2,1500,0.03980342009496906,0.12333982992539705,-0.009513991353792557,0.08830988346022607,0.06964658758752225,0.006966756610405822,0.013290972203551396,0.12383901373377507,0.1619985825885812,0.010105624973335918
mistralai/Mistral-7B-Instruct-v0.3,negation,23,delta_token_aligned,1500,-0.08074342583904236,0.0017499475798269549,-0.12280694932152464,-0.026626185434225826,-0.10084967169370512,9.130259365914393e-05,-0.14805705769392902,-0.047899840865990306,0.0027830491630982893,0.00017594076442345983
