model,phenomenon,layer,metric,spearman_ci_lo,spearman_ci_hi,pearson_ci_lo,pearson_ci_hi
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,0,delta_frob,0.16063469782849832,0.2587884185451387,0.1891616156677744,0.28170310477410415
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,0,delta_l2,0.12832191440241286,0.2292125618631089,0.18864398193295284,0.28036565304211947
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,0,delta_token_aligned,-0.06903015801351942,0.025850783329566706,-0.06345782016749119,0.030433864322758315
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,1,delta_cos,0.19599621780093815,0.292654356936077,0.17781234030606266,0.2806378214530649
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,1,delta_frob,0.20569776631101278,0.30302555958267424,0.2307871548099136,0.31890993668576023
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,1,delta_l2,0.20162770193845794,0.2961474550727243,0.21420038480085624,0.3126768269764459
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,1,delta_token_aligned,0.021130866357930253,0.1263438275601386,-0.03464133493684175,0.07797973741397538
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,2,delta_cos,0.20358846032753283,0.298503159074174,0.20730041906870428,0.2985087064072246
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,2,delta_frob,0.20224896766615824,0.2944369708182259,0.24536632822744112,0.327119082982724
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,2,delta_l2,0.21350300241220366,0.3085602597437999,0.24199661631853775,0.34066012215099284
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,2,delta_token_aligned,0.06415957781963565,0.1696485966737292,0.06158746691119039,0.18016065044426624
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,3,delta_cos,0.2184696529475579,0.3145105451458026,0.22387163141389305,0.3184888403658047
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,3,delta_frob,0.22444933088069047,0.323480202359142,0.2632625576946725,0.34800430011565137
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,3,delta_l2,0.22720174679946487,0.3220257692463557,0.25298870547275476,0.3480338533603609
